text,severity,risk_type,industry,source,is_augmented,split
Worker killed in fall while trying to set glass.,Fatal,Unspecified,Unspecified,OSHA,False,train
The injured woman performed cleaning and when cleaning sink the of the collection room pierced the finger with a fragment of glass.,Minor,Cut,Metals,IHM_Stefanini,True,train
Employee performed the task of hoisting big-bags containing waelz oxide and after performing several hoistings the employee suffered a low-voltage electric shock when contacting the hoist when attaching the handle of a big-bag on it.,Minor,Suspended Loads,Metals,IHM_Stefanini,False,train
Worker electrocuted while assembling motorized actuator.,Fatal,Unspecified,Unspecified,OSHA,False,train
"The staff member who works as an electrician in the management of electrometallurgy, suffers contusion in the right leg when suffering a slip at the height of step 3 of the staircase with code ELE-81-040 (ABB furnace cat ladder), He is referred to a collaborator to the medical service to be treated.",Minor,Fall prevention,Metals,IHM_Stefanini,True,train
Worker in bucket truck electrocuted after contacting power line.,Fatal,Unspecified,Unspecified,OSHA,False,train
"When an employee of MILPO Lima visited the facilities, when he was at level 2900, waiting for the personnel cage to go up to level 4070, drops of water fall from the ceiling from a height of 2.20 meters approximately, product of a slight filtration in the crown (sustained with shotcrete), a drop enters the right eye causing discomfort in the right eye. According to the employee, at the time of the accident the lenses had been removed to clean them, this happened following the visit to the interior of the mine.",Minor,Others,Others,IHM_Stefanini,True,train
Worker fatally struck be vehicle involved in collision.,Fatal,Unspecified,Unspecified,OSHA,False,train
"When performing shotcrete casting for resane on Cruise 791 Nv. 1940 at 02:50 p.m. the operator was placed on the left side of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task for a few minutes due to a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock (setting). When restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment, during which the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job to ask for help at once. The emergency response brigade and the medical service are activated, who verify the death of the collaborator. The accident investigation begins.",Serious,Fall,Mining,IHM_Stefanini,True,train
"During the assembly activity of polypropylene pipe with 4 ""diameter, the employee stepped on the pipe flange, it twisted his right foot.",Minor,Others,Metals,IHM_Stefanini,False,train
Worker fatally injured by gas pressure release.,Fatal,Unspecified,Unspecified,OSHA,False,train
Employee was doing cleaning the near area of ​​the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip.,Minor,Chemical substances,Metals,IHM_Stefanini,True,train
Worker fatally crushed by load of falling pipes.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker died after slipping on ice.,Fatal,Unspecified,Unspecified,OSHA,False,train
staff member was carrying out cleaning near the area of ​​the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip.,Minor,Chemical substances,Metals,IHM_Stefanini,True,train
"Mr. Jesus operator of the concrete throwing team (alpha N ° 18) was shooting shotcrete in the Cx work. 001 Nv. 1710 OB1. applying 0.5 m3, he realizes that the additive did not come out in the mix, directing to lift the cover of the passage valve (54 Cm x 53 of Cm ¼ inch of thickness about 15 Kg). verifying that the valve was open, release the lid and it hits to the third finger of the left hand against the base, causing the injury.",Moderate,Others,Mining,IHM_Stefanini,True,train
"During the pre-use inspection of the Jumbo 15 (check list) equipment, the operator of the equipment finds behind the seat a plastic bottle filled with a liquid apparently mineral water, without any label or labeling. Take the bottle and take a small sip of the liquid, expelling it at once when noticing that it was not water, proceeds to wash with enough water and is transferred to the medical center your for attention. The liquid with which it had contact is an esengrasante product of equipment and machinery of low toxicity.",Minor,Others,Mining,IHM_Stefanini,True,train
Equipment operator drowned when an excavator tipped and the cab became submerged in water.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker killed when loader overturned.,Fatal,Unspecified,Unspecified,OSHA,False,train
"In section 75 in row 12 Cell 36, the worker performs anode lifting to correct short circuit, using the auxiliary hoist and nylon sling, at which time the sling is released from the anode and hits the back the of right hand causing it the injury. Worker is seen in the Medical and transferred to a clinic for external evaluation.",Serious,Suspended Loads,Metals,IHM_Stefanini,True,train
Worker was setting steel bar joists on a concrete-block wall and was knocked off the wall.,Fatal,Unspecified,Unspecified,OSHA,False,train
